n,r,m
"(:Character {id: Elisson, label: Elisson, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Elisson, label: Elisson, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Elisson, label: Elisson, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Erasinos, label: Erasinos, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Erasinos, label: Erasinos, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Erasinos, label: Erasinos, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Erasinos, label: Erasinos, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Termessus, label: Termessus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Termessus, label: Termessus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Termessus, label: Termessus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Termessus, label: Termessus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Aesepus, label: Aesepus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Aesepus, label: Aesepus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Aesepus, label: Aesepus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Aesepus, label: Aesepus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Symaithos, label: Symaithos, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Symaithos, label: Symaithos, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Symaithos, label: Symaithos, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Symaithos, label: Symaithos, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Evenus, label: Evenus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Evenus, label: Evenus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Evenus, label: Evenus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Evenus, label: Evenus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Ganges, label: Ganges, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Ganges, label: Ganges, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Ganges, label: Ganges, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Ganges, label: Ganges, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Pactolus, label: Pactolus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Pactolus, label: Pactolus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Pactolus, label: Pactolus, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Pactolus, label: Pactolus, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Nerites, label: Nerites, type: Greek water deities})",[:RELATED {type: father}],"(:Character {id: Nereus, label: Nereus, type: Greek water deities})"
"(:Character {id: Nerites, label: Nerites, type: Greek water deities})",[:RELATED {type: mother}],"(:Character {id: Doris, label: Doris, type: Okeanid})"
"(:Character {id: Nerites, label: Nerites, type: Greek water deities})",[:RELATED {type: mother}],"(:Character {id: Doris, label: Doris, type: water deity})"
"(:Character {id: Idotea, label: Idotea, type: Greek water deities})",[:RELATED {type: sibling}],"(:Character {id: Cabeiro, label: Cabeiro, type: Greek nymph})"
"(:Character {id: Idotea, label: Idotea, type: Greek water deities})",[:RELATED {type: father}],"(:Character {id: Proteus, label: Proteus, type: water deity})"
"(:Character {id: Crataeis, label: Crataeis, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Hecate, label: Hecate, type: goddess})"
"(:Character {id: Crataeis, label: Crataeis, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Triton, label: Triton, type: Greek water deities})"
"(:Character {id: Calliste, label: Calliste, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Triton, label: Triton, type: Greek water deities})"
"(:Character {id: Periboea, label: Periboea, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Periboea, label: Periboea, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Periboea, label: Periboea, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Periboea, label: Periboea, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Borysthenes, label: Borysthenes, type: river})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Borysthenes, label: Borysthenes, type: river})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Borysthenes, label: Borysthenes, type: river})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Borysthenes, label: Borysthenes, type: river})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Haliacmon, label: Haliacmon, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Haliacmon, label: Haliacmon, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Haliacmon, label: Haliacmon, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Haliacmon, label: Haliacmon, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Strymon, label: Strymon, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Strymon, label: Strymon, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Strymon, label: Strymon, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Strymon, label: Strymon, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Bromie, label: Bromie, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Bromie, label: Bromie, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Phasis, label: Phasis, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Helios, label: Helios, type: solar deity})"
"(:Character {id: Phasis, label: Phasis, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Phasis, label: Phasis, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Phasis, label: Phasis, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Phasis, label: Phasis, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Ladon, label: Ladon, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Ladon, label: Ladon, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Ladon, label: Ladon, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Ladon, label: Ladon, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Zeus, label: Zeus, type: Olympian god})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Themis, label: Themis, type: titan})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Ananke, label: Ananke, type: allegory})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Amalthea, label: Amalthea, type: Okeanid})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Zeus, label: Zeus, type: thunder deity})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Zeus, label: Zeus, type: King of the Gods})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: sibling}],"(:Character {id: Ida, label: Ida, type: Greek nymph})"
"(:Character {id: Adrasteia, label: Adrasteia, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Zeus, label: Zeus, type: Greek deity})"
"(:Character {id: Asterion, label: Asterion, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Asterion, label: Asterion, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Asterion, label: Asterion, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Asterion, label: Asterion, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: spouse}],"(:Character {id: Helios, label: Helios, type: solar deity})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Greek primordial deity})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: spouse}],"(:Character {id: Phorcys, label: Phorcys, type: chthonic deities})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: father}],"(:Character {id: Pontus, label: Pontus, type: Greek primordial deity})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: mother}],"(:Character {id: Gaia, label: Gaia, type: Roman deity})"
"(:Character {id: Ceto, label: Ceto, type: water deity})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Aeas, label: Aeas, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Aeas, label: Aeas, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Aeas, label: Aeas, type: Potamoi})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Aeas, label: Aeas, type: Potamoi})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Dodone, label: Dodone, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Dodone, label: Dodone, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Dodone, label: Dodone, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Dodone, label: Dodone, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Deino, label: Deino, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Deino, label: Deino, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Klymene, label: Klymene, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Klymene, label: Klymene, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: titan})"
"(:Character {id: Klymene, label: Klymene, type: Greek nymph})",[:RELATED {type: spouse}],"(:Character {id: Iapetos, label: Iapetos, type: titan})"
"(:Character {id: Klymene, label: Klymene, type: Greek nymph})",[:RELATED {type: spouse}],"(:Character {id: Prometheus, label: Prometheus, type: titan})"
"(:Character {id: Klymene, label: Klymene, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: Greek water deities})"
"(:Character {id: Klymene, label: Klymene, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Tethys, label: Tethys, type: goddess})"
"(:Character {id: Chariclo, label: Chariclo, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Apollo, label: Apollo, type: Greek deity})"
"(:Character {id: Chariclo, label: Chariclo, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Oceanus, label: Oceanus, type: titan})"
"(:Character {id: Chariclo, label: Chariclo, type: Greek nymph})",[:RELATED {type: mother}],"(:Character {id: Stilbe, label: Stilbe, type: naiad})"
"(:Character {id: Chariclo, label: Chariclo, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Apollo, label: Apollo, type: solar deity})"
"(:Character {id: Chariclo, label: Chariclo, type: Greek nymph})",[:RELATED {type: father}],"(:Character {id: Perses, label: Perses, type: titan})"
